Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Sentinel,715,1,,88,Sentinel,Sentinel,SENTINEL,Skill Training,,,,Skill Training,,,Neutral,,88,Normal,,1,1,1429,6866.401855,3270.700928
Kingpin,715,2,Kingpin,60,Kingpin,Sentinel,KINGPIN,Skill Training,,,Skill Training,Skill Training,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1430,9650.933594,3410.873779
Sentinel,716,1,,88,Sentinel,Sentinel,SENTINEL,Mystic Observation,,,,Mystic Observation,,,Neutral,,88,Normal,,1,1,1431,6866.401855,3270.700928
Mordo,716,2,Mordo,70,Mordo,Sentinel,MORDO,Mystic Observation,,,Mystic Observation,Mystic Observation,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1432,7167.004883,8176.752441
Sentinel,717,1,,88,Sentinel,Sentinel,SENTINEL,Mystic Observation,,,,Mystic Observation,,,Neutral,,88,Normal,,1,1,1433,6866.401855,3270.700928
Morningstar,717,2,Morningstar,71,Morningstar,Sentinel,MORNINGSTAR,Mystic Observation,,,Mystic Observation,Mystic Observation,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1434,2926.922363,6284.418457
Sentinel,718,1,,88,Sentinel,Sentinel,SENTINEL,Mutant Pursuit,,Mutant Pursuit,,,,,Negative,,88,Normal,,1,1,1435,6866.401855,3270.700928
Nightcrawler,718,2,Nightcrawler,75,Nightcrawler,Sentinel,NIGHTCRAWLER,Mutant Pursuit,Mutant Pursuit,Mutant Pursuit,,,,,Negative,Relationship with Sentinel - ,88,Normal,,1,1,1436,4509.04248,2733.371582
Sentinel,719,1,,88,Sentinel,Sentinel,SENTINEL,Mystic Observation,,,,Mystic Observation,,,Neutral,,88,Normal,,1,1,1437,6866.401855,3270.700928
The Hood,719,2,The Hood,43,The Hood,Sentinel,THE HOOD,Mystic Observation,,,Mystic Observation,Mystic Observation,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1438,4002.76416,3410.873779
Sentinel,720,1,,88,Sentinel,Sentinel,SENTINEL,Tech Advancement,,,,Tech Advancement,,,Neutral,,88,Normal,,1,1,1439,6866.401855,3270.700928
Ultron,720,2,Ultron,104,Ultron,Sentinel,ULTRON,Tech Advancement,,,Tech Advancement,Tech Advancement,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1440,1597.941406,3060.44165
Sentinel,721,1,,88,Sentinel,Sentinel,SENTINEL,Science Research,,,,Science Research,,,Neutral,,88,Normal,,1,1,1441,6866.401855,3270.700928
Void,721,2,Void,111,Void,Sentinel,VOID,Science Research,,,Science Research,Science Research,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1442,4255.90332,9555.119141
Sentinel,722,1,,88,Sentinel,Sentinel,SENTINEL,Tech Advancement,,,,Tech Advancement,,,Neutral,,88,Normal,,1,1,1443,6866.401855,3270.700928
Yondu,722,2,Yondu,118,Yondu,Sentinel,YONDU,Tech Advancement,,,Tech Advancement,Tech Advancement,,,Neutral,Relationship with Sentinel - ,88,Normal,,1,1,1444,8622.555664,4088.376221
Sentry,723,1,,89,Sentry,Sentry,SENTRY,Friends,,,,,,Friends,Positive,,89,Normal,,1,1,1445,4335.009277,7055.369141
Black Widow,723,2,Black Widow,10,Black Widow,Sentry,BLACK WIDOW,Friends,,,,,Friends,Friends,Positive,Relationship with Sentry - ,89,Normal,,1,1,1446,3148.419189,2359.577148
Sentry,724,1,,89,Sentry,Sentry,SENTRY,Friends,,,,,,Friends,Positive,,89,Normal,,1,1,1447,4335.009277,7055.369141
Captain America,724,2,Captain America,13,Captain America,Sentry,CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Sentry - ,89,Normal,,1,1,1448,7878.958984,6961.92041
Sentry,725,1,,89,Sentry,Sentry,SENTRY,Friends,,,,,,Friends,Positive,,89,Normal,,1,1,1449,4335.009277,7055.369141
Hawkeye,725,2,Hawkeye,41,Hawkeye,Sentry,HAWKEYE,Friends,,,,,Friends,Friends,Positive,Relationship with Sentry - ,89,Normal,,1,1,1450,7103.719727,4532.256836
Sentry,726,1,,89,Sentry,Sentry,SENTRY,Rivals,,Rivals,,,,,Negative,,89,Normal,,1,1,1451,4335.009277,7055.369141
Hulk,726,2,Hulk,45,Hulk,Sentry,HULK,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Sentry - ,89,Normal,,1,1,1452,4651.433594,5910.624023
Sentry,727,1,,89,Sentry,Sentry,SENTRY,Friends,,,,,,Friends,Positive,,89,Normal,,1,1,1453,4335.009277,7055.369141
Vision,727,2,Vision,109,Vision,Sentry,VISION,Friends,,,,,Friends,Friends,Positive,Relationship with Sentry - ,89,Normal,,1,1,1454,5743.09668,9648.567383
Sentry,728,1,,89,Sentry,Sentry,SENTRY,Other Half,,,,Other Half,,,Neutral,,89,Perfect,,1,1,1455,4335.009277,7055.369141
Void,728,2,Void,111,Void,Sentry,VOID,Other Half,,,Other Half,Other Half,,,Neutral,Relationship with Sentry - ,89,Perfect,,1,1,1456,4255.90332,9555.119141
She-Hulk,729,1,,90,She-Hulk,She-Hulk,SHE-HULK,Enemies,,Enemies,,,,,Negative,,90,Normal,,1,1,1457,3164.240479,9648.719727
Abomination,729,2,Abomination,1,Abomination,She-Hulk,ABOMINATION,Enemies,Enemies,Enemies,,,,,Negative,Relationship with She-Hulk - ,90,Normal,,1,1,1458,6581.620117,2663.285156
She-Hulk,730,1,,90,She-Hulk,She-Hulk,SHE-HULK,Legal Defence,,,,Legal Defence,,,Neutral,,90,Normal,,1,1,1459,3164.240479,9648.719727
Daredevil,730,2,Daredevil,22,Daredevil,She-Hulk,DAREDEVIL,Legal Defence,,,Legal Defence,Legal Defence,,,Neutral,Relationship with She-Hulk - ,90,Normal,,1,1,1460,8132.098145,6354.504883
She-Hulk,731,1,,90,She-Hulk,She-Hulk,SHE-HULK,Legal Defence,,,,Legal Defence,,,Neutral,,90,Normal,,1,1,1461,3164.240479,9648.719727
Daredevil (Classic),731,2,Daredevil (Classic),23,Daredevil (Classic),She-Hulk,DAREDEVIL (CLASSIC),Legal Defence,,,Legal Defence,Legal Defence,,,Neutral,Relationship with She-Hulk - ,90,Normal,,1,1,1462,6106.984375,8316.924805
She-Hulk,732,1,,90,She-Hulk,She-Hulk,SHE-HULK,Friends,,,,,,Friends,Positive,,90,Normal,,1,1,1463,3164.240479,9648.719727
Gamora,732,2,Gamora,35,Gamora,She-Hulk,GAMORA,Friends,,,,,Friends,Friends,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1464,9318.688477,5116.310547
She-Hulk,733,1,,90,She-Hulk,She-Hulk,SHE-HULK,Friends,,,,,,Friends,Positive,,90,Normal,,1,1,1465,3164.240479,9648.719727
Howard the Duck,733,2,Howard the Duck,44,Howard the Duck,She-Hulk,HOWARD THE DUCK,Friends,,,,,Friends,Friends,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1466,7720.74707,7242.266113
She-Hulk,734,1,,90,She-Hulk,She-Hulk,SHE-HULK,Family,,,,,,Family,Positive,,90,Normal,,1,1,1467,3164.240479,9648.719727
Hulk,734,2,Hulk,45,Hulk,She-Hulk,HULK,Family,,,,,Family,Family,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1468,4651.433594,5910.624023
She-Hulk,735,1,,90,She-Hulk,She-Hulk,SHE-HULK,Heroes For Hire,,,,,,Heroes For Hire,Positive,,90,Normal,,1,1,1469,3164.240479,9648.719727
Iron Fist,735,2,Iron Fist,50,Iron Fist,She-Hulk,IRON FIST,Heroes For Hire,,,,,Heroes For Hire,Heroes For Hire,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1470,4603.969727,2733.371582
She-Hulk,736,1,,90,She-Hulk,She-Hulk,SHE-HULK,Teammates,,,,,,Teammates,Positive,,90,Normal,,1,1,1471,3164.240479,9648.719727
Kang,736,2,Kang,56,Kang,She-Hulk,KANG,Teammates,,,,,Teammates,Teammates,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1472,1123.30542,3808.030273
She-Hulk,737,1,,90,She-Hulk,She-Hulk,SHE-HULK,Teammates,,,,,,Teammates,Positive,,90,Normal,,1,1,1473,3164.240479,9648.719727
Ms. Marvel (Kamala Khan),737,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),She-Hulk,MS. MARVEL (KAMALA KHAN),Teammates,,,,,Teammates,Teammates,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1474,5505.77832,2032.506958
She-Hulk,738,1,,90,She-Hulk,She-Hulk,SHE-HULK,Romance,,,,,,Romance,Positive,,90,Normal,,1,1,1475,3164.240479,9648.719727
Superior Iron Man,738,2,Superior Iron Man,98,Superior Iron Man,She-Hulk,SUPERIOR IRON MAN,Romance,,,,,Romance,Romance,Positive,Relationship with She-Hulk - ,90,Normal,,1,1,1476,648.6693115,2219.404297
Spider-Gwen,739,1,,91,Spider-Gwen,Spider-Gwen,SPIDER-GWEN,Enemies,,Enemies,,,,,Negative,,91,Normal,,1,1,1477,2784.531738,8573.90918
Daredevil (Classic),739,2,Daredevil (Classic),23,Daredevil (Classic),Spider-Gwen,DAREDEVIL (CLASSIC),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Gwen - ,91,Normal,,1,1,1478,6106.984375,8316.924805
Spider-Gwen,740,1,,91,Spider-Gwen,Spider-Gwen,SPIDER-GWEN,Rivals,,Rivals,,,,,Negative,,91,Normal,,1,1,1479,2784.531738,8573.90918
Punisher,740,2,Punisher,79,Punisher,Spider-Gwen,PUNISHER,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Spider-Gwen - ,91,Normal,,1,1,1480,1392.265869,8784.167969
Spider-Gwen,741,1,,91,Spider-Gwen,Spider-Gwen,SPIDER-GWEN,Enemies,,Enemies,,,,,Negative,,91,Reciprocal,,1,1,1481,2784.531738,8573.90918
Rhino,741,2,Rhino,83,Rhino,Spider-Gwen,RHINO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Gwen - ,91,Reciprocal,,1,1,1482,7942.243652,9485.032227
Spider-Gwen,742,1,,91,Spider-Gwen,Spider-Gwen,SPIDER-GWEN,Romance,,,,,,Romance,Positive,,91,Normal,,1,1,1483,2784.531738,8573.90918
Spider-Man (Classic),742,2,Spider-Man (Classic),92,Spider-Man (Classic),Spider-Gwen,SPIDER-MAN (CLASSIC),Romance,,,,,Romance,Romance,Positive,Relationship with Spider-Gwen - ,91,Normal,,1,1,1484,2705.425537,9438.308594
Spider-Gwen,743,1,,91,Spider-Gwen,Spider-Gwen,SPIDER-GWEN,Teammates,,,,,,Teammates,Positive,,91,Normal,,1,1,1485,2784.531738,8573.90918
Spider-Man (Miles Morales),743,2,Spider-Man (Miles Morales),93,Spider-Man (Miles Morales),Spider-Gwen,SPIDER-MAN (MILES MORALES),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Spider-Gwen - ,91,Normal,,1,1,1486,5268.460449,4462.17041
Spider-Man (Classic),744,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Idol,,,,,,Idol,Positive,,92,Normal,,1,1,1487,2705.425537,9438.308594
Agent Venom,744,2,Agent Venom,2,Agent Venom,Spider-Man (Classic),AGENT VENOM,Idol,,,,,Idol,Idol,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1488,3876.19458,8527.18457
Spider-Man (Classic),745,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Teammates,,,,,,Teammates,Positive,,92,Normal,,1,1,1489,2705.425537,9438.308594
Ant-Man,745,2,Ant-Man,4,Ant-Man,Spider-Man (Classic),ANT-MAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1490,8227.025391,9578.481445
Spider-Man (Classic),746,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Normal,,1,1,1491,2705.425537,9438.308594
Black Bolt,746,2,Black Bolt,7,Black Bolt,Spider-Man (Classic),BLACK BOLT,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1492,3148.419189,3901.479004
Spider-Man (Classic),747,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Reciprocal,,1,1,1493,2705.425537,9438.308594
Captain America,747,2,Captain America,13,Captain America,Spider-Man (Classic),CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Reciprocal,,1,1,1494,7878.958984,6961.92041
Spider-Man (Classic),748,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Nemesis,,Nemesis,,,,,Negative,,92,Normal,,1,1,1495,2705.425537,9438.308594
Carnage,748,2,Carnage,16,Carnage,Spider-Man (Classic),CARNAGE,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1496,4066.049072,4835.964844
Spider-Man (Classic),749,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Normal,,1,1,1497,2705.425537,9438.308594
Doctor Strange,749,2,Doctor Strange,27,Doctor Strange,Spider-Man (Classic),DOCTOR STRANGE,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1498,3306.631348,1985.782715
Spider-Man (Classic),750,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Enemies,,Enemies,,,,,Negative,,92,Perfect,,1,1,1499,2705.425537,9438.308594
Electro,750,2,Electro,31,Electro,Spider-Man (Classic),ELECTRO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Perfect,,1,1,1500,9302.867188,4742.516113
Spider-Man (Classic),751,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Seething Hatred,,Seething Hatred,,,,,Negative,,92,Normal,,1,1,1501,2705.425537,9438.308594
Green Goblin,751,2,Green Goblin,37,Green Goblin,Spider-Man (Classic),GREEN GOBLIN,Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1502,9635.112305,1892.334106
Spider-Man (Classic),752,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Normal,,1,1,1503,2705.425537,9438.308594
Hawkeye,752,2,Hawkeye,41,Hawkeye,Spider-Man (Classic),HAWKEYE,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1504,7103.719727,4532.256836
Spider-Man (Classic),753,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Rivals,,Rivals,,,,,Negative,,92,Normal,,1,1,1505,2705.425537,9438.308594
Iceman,753,2,Iceman,49,Iceman,Spider-Man (Classic),ICEMAN,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1506,8717.482422,4298.635742
Spider-Man (Classic),754,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Enemies,,Enemies,,,,,Negative,,92,Normal,,1,1,1507,2705.425537,9438.308594
Iron Patriot,754,2,Iron Patriot,53,Iron Patriot,Spider-Man (Classic),IRON PATRIOT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1508,316.4240417,2546.474365
Spider-Man (Classic),755,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Normal,,1,1,1509,2705.425537,9438.308594
Moon Knight,755,2,Moon Knight,69,Moon Knight,Spider-Man (Classic),MOON KNIGHT,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1510,506.2784729,747.5888062
Spider-Man (Classic),756,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Rivals,,Rivals,,,,,Negative,,92,Normal,,1,1,1511,2705.425537,9438.308594
Punisher,756,2,Punisher,79,Punisher,Spider-Man (Classic),PUNISHER,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1512,1392.265869,8784.167969
Spider-Man (Classic),757,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Enemies,,Enemies,,,,,Negative,,92,Normal,,1,1,1513,2705.425537,9438.308594
Rhino,757,2,Rhino,83,Rhino,Spider-Man (Classic),RHINO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1514,7942.243652,9485.032227
Spider-Man (Classic),758,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Romance,,,,,,Romance,Positive,,92,Normal,,1,1,1515,2705.425537,9438.308594
Spider-Gwen,758,2,Spider-Gwen,91,Spider-Gwen,Spider-Man (Classic),SPIDER-GWEN,Romance,,,,,Romance,Romance,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1516,2784.531738,8573.90918
Spider-Man (Classic),759,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Nemesis,,Nemesis,,,,,Negative,,92,Normal,,1,1,1517,2705.425537,9438.308594
Venom,759,2,Venom,107,Venom,Spider-Man (Classic),VENOM,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1518,2404.822754,9508.394531
Spider-Man (Classic),760,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Enemies,,Enemies,,,,,Negative,,92,Normal,,1,1,1519,2705.425537,9438.308594
Vulture,760,2,Vulture,112,Vulture,Spider-Man (Classic),VULTURE,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1520,2768.710449,3854.754639
Spider-Man (Classic),761,1,,92,Spider-Man (Classic),Spider-Man (Classic),SPIDER-MAN (CLASSIC),Friends,,,,,,Friends,Positive,,92,Normal,,1,1,1521,2705.425537,9438.308594
Wolverine,761,2,Wolverine,115,Wolverine,Spider-Man (Classic),WOLVERINE,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Classic) - ,92,Normal,,1,1,1522,1012.556946,6377.866699
Spider-Man (Miles Morales),762,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Enemies,,Enemies,,,,,Negative,,93,Reciprocal,,1,1,1523,5268.460449,4462.17041
Electro,762,2,Electro,31,Electro,Spider-Man (Miles Morales),ELECTRO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Miles Morales) - ,93,Reciprocal,,1,1,1524,9302.867188,4742.516113
Spider-Man (Miles Morales),763,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Seething Hatred,,Seething Hatred,,,,,Negative,,93,Normal,,1,1,1525,5268.460449,4462.17041
Green Goblin,763,2,Green Goblin,37,Green Goblin,Spider-Man (Miles Morales),GREEN GOBLIN,Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1526,9635.112305,1892.334106
Spider-Man (Miles Morales),764,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Enemies,,Enemies,,,,,Negative,,93,Normal,,1,1,1527,5268.460449,4462.17041
Iron Patriot,764,2,Iron Patriot,53,Iron Patriot,Spider-Man (Miles Morales),IRON PATRIOT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1528,316.4240417,2546.474365
Spider-Man (Miles Morales),765,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Teammates,,,,,,Teammates,Positive,,93,Normal,,1,1,1529,5268.460449,4462.17041
Ms. Marvel (Kamala Khan),765,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),Spider-Man (Miles Morales),MS. MARVEL (KAMALA KHAN),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1530,5505.77832,2032.506958
Spider-Man (Miles Morales),766,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Teammates,,,,,,Teammates,Positive,,93,Normal,,1,1,1531,5268.460449,4462.17041
Spider-Gwen,766,2,Spider-Gwen,91,Spider-Gwen,Spider-Man (Miles Morales),SPIDER-GWEN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1532,2784.531738,8573.90918
Spider-Man (Miles Morales),767,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Contest Noobs,,,,Contest Noobs,,,Neutral,,93,Normal,,1,1,1533,5268.460449,4462.17041
Spider-Man (Stark Enhanced),767,2,Spider-Man (Stark Enhanced),94,Spider-Man (Stark Enhanced),Spider-Man (Miles Morales),SPIDER-MAN (STARK ENHANCED),Contest Noobs,,,Contest Noobs,Contest Noobs,,,Neutral,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1534,3195.882813,4625.705566
Spider-Man (Miles Morales),768,1,,93,Spider-Man (Miles Morales),Spider-Man (Miles Morales),SPIDER-MAN (MILES MORALES),Nemesis,,Nemesis,,,,,Negative,,93,Normal,,1,1,1535,5268.460449,4462.17041
Venom,768,2,Venom,107,Venom,Spider-Man (Miles Morales),VENOM,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Spider-Man (Miles Morales) - ,93,Normal,,1,1,1536,2404.822754,9508.394531
Spider-Man (Stark Enhanced),769,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Heightened Senses,,,,Heightened Senses,,,Neutral,,94,Normal,,1,1,1537,3195.882813,4625.705566
Blade,769,2,Blade,11,Blade,Spider-Man (Stark Enhanced),BLADE,Heightened Senses,,,Heightened Senses,Heightened Senses,,,Neutral,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1538,8796.588867,8807.530273
Spider-Man (Stark Enhanced),770,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Nemesis,,Nemesis,,,,,Negative,,94,Normal,,1,1,1539,3195.882813,4625.705566
Doctor Octopus,770,2,Doctor Octopus,26,Doctor Octopus,Spider-Man (Stark Enhanced),DOCTOR OCTOPUS,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1540,1455.550659,5069.586426
Spider-Man (Stark Enhanced),771,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Seething Hatred,,Seething Hatred,,,,,Negative,,94,Normal,,1,1,1541,3195.882813,4625.705566
Green Goblin,771,2,Green Goblin,37,Green Goblin,Spider-Man (Stark Enhanced),GREEN GOBLIN,Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1542,9635.112305,1892.334106
Spider-Man (Stark Enhanced),772,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Knowledge Share,,,,,,Knowledge Share,Positive,,94,Normal,,1,1,1543,3195.882813,4625.705566
Hulkbuster,772,2,Hulkbuster,47,Hulkbuster,Spider-Man (Stark Enhanced),HULKBUSTER,Knowledge Share,,,,,Knowledge Share,Knowledge Share,Positive,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1544,1677.047485,7709.509277
Spider-Man (Stark Enhanced),773,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Knowledge Share,,,,,,Knowledge Share,Positive,,94,Normal,,1,1,1545,3195.882813,4625.705566
Iron Man,773,2,Iron Man,52,Iron Man,Spider-Man (Stark Enhanced),IRON MAN,Knowledge Share,,,,,Knowledge Share,Knowledge Share,Positive,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1546,5553.242188,9557.666992
Spider-Man (Stark Enhanced),774,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Contest Noobs,,,,Contest Noobs,,,Neutral,,94,Normal,,1,1,1547,3195.882813,4625.705566
Ms. Marvel (Kamala Khan),774,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),Spider-Man (Stark Enhanced),MS. MARVEL (KAMALA KHAN),Contest Noobs,,,Contest Noobs,Contest Noobs,,,Neutral,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1548,5505.77832,2032.506958
Spider-Man (Stark Enhanced),775,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Contest Noobs,,,,Contest Noobs,,,Neutral,,94,Normal,,1,1,1549,3195.882813,4625.705566
Spider-Man (Miles Morales),775,2,Spider-Man (Miles Morales),93,Spider-Man (Miles Morales),Spider-Man (Stark Enhanced),SPIDER-MAN (MILES MORALES),Contest Noobs,,,Contest Noobs,Contest Noobs,,,Neutral,Relationship with Spider-Man (Stark Enhanced) - ,94,Normal,,1,1,1550,5268.460449,4462.17041
Spider-Man (Stark Enhanced),776,1,,94,Spider-Man (Stark Enhanced),Spider-Man (Stark Enhanced),SPIDER-MAN (STARK ENHANCED),Avengers Tryout,,,,Avengers Tryout,,,Neutral,,94,Perfect,,1,1,1551,3195.882813,4625.705566
Vulture,776,2,Vulture,112,Vulture,Spider-Man (Stark Enhanced),VULTURE,Avengers Tryout,,,Avengers Tryout,Avengers Tryout,,,Neutral,Relationship with Spider-Man (Stark Enhanced) - ,94,Perfect,,1,1,1552,2768.710449,3854.754639
Spider-Man (Symbiote),777,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Family,,,,,,Family,Positive,,95,Reciprocal,,1,1,1553,5474.13623,7102.093262
Agent Venom,777,2,Agent Venom,2,Agent Venom,Spider-Man (Symbiote),AGENT VENOM,Family,,,,,Family,Family,Positive,Relationship with Spider-Man (Symbiote) - ,95,Reciprocal,,1,1,1554,3876.19458,8527.18457
Spider-Man (Symbiote),778,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Friends,,,,,,Friends,Positive,,95,Normal,,1,1,1555,5474.13623,7102.093262
Captain America,778,2,Captain America,13,Captain America,Spider-Man (Symbiote),CAPTAIN AMERICA,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1556,7878.958984,6961.92041
Spider-Man (Symbiote),779,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Family,,,,,,Family,Positive,,95,Normal,,1,1,1557,5474.13623,7102.093262
